add,sub,multiply_plain,rotate_rows,negate,multiply,Depth,Multiplicative Depth,execution_time (s),Remaining_noise_budget
3,3,0,0,0,2,5,1,0.504,328
0,1,0,0,0,2,2,1,0.385,328
3,2,0,0,0,4,4,2,0.808,296
6,0,0,0,0,4,4,2,0.833,296
3,0,0,0,0,3,3,1,0.596,327
3,0,0,0,0,2,3,1,0.433,328
4,2,0,0,0,3,4,2,0.669,296
12,5,0,0,0,5,6,1,1.250,327
4,5,0,0,0,5,4,2,1.067,296
13,8,0,0,0,7,7,1,1.673,327
11,7,0,0,0,7,6,1,1.611,327
6,0,0,0,0,9,4,3,1.645,263
22,10,0,0,0,9,7,2,2.244,295
8,3,0,0,0,5,5,1,1.117,327
25,10,0,0,0,10,6,2,2.505,296
7,4,0,0,0,6,6,2,1.278,296
21,9,0,0,0,5,7,1,1.571,327
10,0,0,0,0,5,4,2,1.090,295
6,0,0,0,0,9,4,3,1.650,263
9,0,0,0,0,6,4,2,1.230,295
2,1,0,0,0,2,3,1,0.433,328
4,0,0,0,0,4,4,2,0.782,295
4,0,0,0,0,2,4,2,0.457,296
17,9,0,0,0,5,5,1,1.475,326
16,5,0,0,0,6,7,1,1.505,327
2,2,0,0,0,2,3,2,0.456,296
2,2,0,0,0,3,4,2,0.620,296
2,2,0,0,0,3,3,2,0.622,296
5,0,0,0,0,4,4,2,0.806,295
7,5,0,0,0,7,5,2,1.465,295
2,3,0,0,0,3,4,2,0.643,296
20,14,0,0,0,14,8,2,3.125,294
4,2,0,0,0,3,5,2,0.668,296
16,9,0,0,0,6,7,1,1.614,327
16,6,0,0,0,5,7,1,1.368,327
19,7,0,0,0,5,7,1,1.476,327
4,3,0,0,0,2,4,1,0.529,328
6,2,0,0,0,4,4,2,0.880,295
30,14,0,0,0,13,7,2,3.173,295
16,8,0,0,0,5,6,1,1.410,327
19,8,0,0,0,7,7,2,1.805,296
5,4,0,0,0,1,4,1,0.413,328
5,4,0,0,0,4,5,1,0.902,327
4,3,0,0,0,4,4,1,0.858,328
3,2,0,0,0,2,4,1,0.482,327
7,0,0,0,0,6,5,2,1.183,295
14,10,0,0,0,6,8,2,1.575,295
6,4,0,0,0,4,5,2,0.927,296
8,0,0,0,0,7,4,3,1.367,263
5,4,0,0,0,4,4,1,0.904,327
8,0,0,0,0,7,4,2,1.368,295
6,4,0,0,0,4,4,2,0.932,296
25,12,0,0,0,11,8,2,2.705,296
1,1,0,0,0,3,3,1,0.572,327
27,10,0,0,0,10,10,2,2.529,296
11,0,0,0,0,20,5,4,3.536,231
10,5,0,0,0,4,7,2,1.047,296
10,5,0,0,0,6,6,2,1.372,296
9,4,0,0,0,6,7,2,1.328,295
17,5,0,0,0,6,9,1,1.528,327
7,4,0,0,0,4,4,1,0.952,327
3,2,0,0,0,3,4,2,0.643,296
20,7,0,0,0,8,8,2,1.988,296
22,9,0,0,0,11,8,2,2.550,295
2,1,0,0,0,3,3,2,0.595,296
20,6,0,0,0,7,8,2,1.796,296
2,2,0,0,0,3,4,2,0.622,296
4,1,0,0,0,4,4,2,0.807,296
20,5,0,0,0,6,6,1,1.596,327
1,0,0,0,0,2,2,1,0.359,328
21,9,0,0,0,5,7,1,1.562,327
2,2,0,0,0,3,3,1,0.621,328
4,3,0,0,0,3,4,1,0.693,328
1,1,0,0,0,2,3,2,0.408,296
27,15,0,0,0,13,7,2,3.128,295
2,2,0,0,0,3,3,1,0.621,328
15,0,0,0,0,16,5,4,2.979,231
17,5,0,0,1,6,8,1,1.529,327
6,5,0,0,0,5,6,2,1.109,296
21,0,0,0,0,10,5,2,2.151,294
1,0,0,0,0,2,2,2,0.385,296
2,1,0,0,0,1,3,1,0.268,328
2,1,0,0,0,4,3,1,0.760,327
2,1,0,0,0,2,3,2,0.433,296
14,10,0,0,0,7,5,2,1.733,296
7,0,0,0,0,5,5,2,1.019,295
1,2,0,0,0,1,3,1,0.268,328
24,9,0,0,0,7,8,2,1.955,296
10,0,0,0,0,5,4,2,1.092,295
13,9,0,0,0,9,5,1,2.012,327
5,5,0,0,0,5,9,3,1.091,263
4,2,0,0,0,4,6,2,0.833,296
25,0,0,0,0,10,8,2,2.268,295
4,2,0,0,0,2,4,1,0.504,328
3,2,0,0,0,2,4,1,0.482,328
18,6,0,0,0,6,6,1,1.574,327
9,5,0,0,0,2,5,1,0.699,327
19,7,0,0,0,6,7,1,1.624,327
2,0,0,0,0,5,3,3,0.899,263
6,1,0,0,0,4,4,2,0.858,296
4,0,0,0,0,3,3,2,0.619,295
18,0,0,0,0,13,5,3,2.570,262
18,7,0,0,0,7,8,1,1.760,327
18,8,0,0,0,7,8,2,1.784,296
2,2,0,0,0,3,5,2,0.620,296
4,4,0,0,0,6,6,2,1.208,295
3,2,0,0,0,2,6,2,0.482,296
1,1,0,0,0,2,3,1,0.407,328
17,6,0,0,0,6,7,2,1.568,296
5,3,0,0,0,3,4,1,0.719,327
11,6,0,0,0,7,6,2,1.584,296
6,0,0,0,0,9,4,2,1.646,295
10,7,0,0,0,6,6,1,1.418,327
2,1,0,0,0,4,3,3,0.761,264
30,10,0,0,0,14,8,2,3.249,296
9,6,0,0,0,5,6,1,1.208,327
18,7,0,0,0,6,7,2,1.617,296
15,6,0,0,0,4,6,1,1.191,327
16,7,0,0,0,6,7,2,1.550,296
2,1,0,0,0,1,3,1,0.268,329
13,9,0,0,0,9,6,2,2.013,296
2,2,0,0,0,2,3,1,0.456,328
15,0,0,0,0,6,7,2,1.364,295
26,6,0,0,0,7,9,1,1.937,327
3,2,0,0,0,4,5,2,0.689,296
20,7,0,0,0,6,7,2,1.644,296
26,9,0,0,0,12,10,2,2.819,295
18,8,0,0,0,8,7,2,1.946,296
11,0,0,0,0,6,5,2,1.274,295
20,9,0,0,0,9,7,2,2.185,295
1,2,0,0,0,2,3,1,0.433,328
3,2,0,0,0,2,3,1,0.482,328
6,4,0,0,0,5,4,2,1.091,296
13,0,0,0,0,18,5,2,3.282,294
2,1,0,0,0,3,3,1,0.597,327
26,11,0,0,0,11,7,2,2.700,296
3,1,0,0,0,2,4,1,0.457,327
5,4,0,0,0,4,4,1,0.903,327
23,0,0,0,0,40,6,4,7.057,229
5,5,0,0,0,5,5,2,1.090,296
3,2,0,0,0,2,4,2,0.482,296
4,4,0,0,0,3,4,1,0.717,327
14,8,0,0,0,9,6,2,2.010,296
1,2,0,0,0,2,3,1,0.432,328
2,4,0,0,0,4,4,2,0.832,296
13,0,0,0,0,8,5,3,1.651,264
8,4,0,0,0,4,5,1,0.977,327
13,4,0,0,0,5,7,2,1.257,296
20,6,0,0,0,7,7,2,1.782,296
11,0,0,0,0,4,4,1,0.954,327
3,1,0,0,0,3,3,1,0.621,328
4,4,0,0,0,3,6,2,0.718,295
3,1,0,0,0,2,3,1,0.457,328
6,0,0,0,0,5,4,3,0.997,264
11,10,0,0,0,10,5,2,2.148,295
8,0,0,0,0,7,4,2,1.370,295
5,0,0,0,0,6,4,2,1.136,296
12,7,0,0,0,7,6,2,1.632,296
10,7,0,0,0,2,6,1,0.767,327
31,17,0,0,0,17,8,2,3.920,295
5,5,0,0,0,5,4,2,1.090,296
4,2,0,0,0,3,4,1,0.670,328
10,5,0,0,0,5,6,1,1.209,327
6,3,0,0,0,6,4,2,1.230,295
5,5,0,0,0,5,4,2,1.090,296
14,9,0,0,0,10,10,3,2.198,263
6,5,0,0,0,6,6,2,1.278,296
16,6,0,0,0,5,6,1,1.368,327
22,0,0,0,0,41,6,5,7.202,198
2,3,0,0,0,2,4,1,0.481,327
9,0,0,0,0,6,4,2,1.228,295
2,1,0,0,0,4,3,1,0.760,327
7,0,0,0,0,8,4,3,1.505,263
1,1,0,0,0,2,3,2,0.407,296
2,2,0,0,0,3,3,2,0.621,296
9,4,0,0,0,6,7,2,1.327,296
24,8,0,0,0,9,7,2,2.246,295
3,0,0,0,0,4,3,3,0.759,264
4,3,0,0,0,3,4,2,0.694,296
2,2,0,0,0,3,3,1,0.620,328
2,1,0,0,0,4,3,2,0.759,295
6,4,0,0,0,4,5,1,0.927,327
3,2,0,0,0,2,3,1,0.481,328
3,0,0,0,0,3,4,3,0.597,263
29,0,0,0,0,34,6,4,6.229,230
5,1,0,0,0,5,4,3,0.997,264
3,2,0,0,0,2,4,1,0.456,328
21,8,0,0,0,6,7,1,1.711,327
16,7,0,0,0,6,7,2,1.550,296
5,4,0,0,0,4,4,1,0.904,327
7,0,0,0,0,8,4,2,1.508,295
18,7,0,0,0,8,7,2,1.922,296
18,8,0,0,0,6,7,1,1.623,327
5,0,0,0,0,2,3,1,0.481,327
12,10,0,0,0,9,7,2,2.010,295
19,0,0,0,0,12,5,3,2.425,263
3,2,0,0,0,2,3,1,0.482,328
3,2,0,0,0,2,3,1,0.482,328
5,5,0,0,0,6,8,3,1.252,264
6,4,0,0,0,5,4,2,1.090,295
20,0,0,0,0,9,6,2,1.966,295
8,4,0,0,0,4,6,2,0.977,296
19,6,0,0,0,4,7,1,1.270,327
3,2,0,0,0,2,3,1,0.481,328
9,0,0,0,0,6,4,2,1.233,295
18,7,0,0,0,6,7,2,1.615,296
2,1,0,0,0,1,3,1,0.269,328
2,2,0,0,0,2,4,1,0.457,328
16,7,0,0,0,4,7,1,1.228,327
3,4,0,0,0,5,6,2,1.020,295
21,9,0,0,0,7,7,1,1.879,327
8,6,0,0,0,5,6,2,1.186,296
2,3,0,0,0,2,3,1,0.482,328
15,0,0,0,0,12,5,3,2.338,264
5,3,0,0,0,7,4,2,1.366,295
9,6,0,0,0,4,5,1,1.047,327
4,1,0,0,0,3,4,2,0.645,296
4,3,0,0,0,4,4,2,0.857,296
13,5,0,0,0,5,6,1,1.270,327
4,2,0,0,0,3,4,2,0.668,296
4,4,0,0,0,3,4,1,0.717,327
6,0,0,0,0,4,4,2,0.834,296
5,4,0,0,0,4,5,1,0.903,327
4,0,0,0,0,5,4,3,0.946,264
6,5,0,0,0,4,4,1,0.952,327
13,6,0,0,0,8,5,2,1.792,295
17,8,0,0,0,6,7,1,1.615,327
10,7,0,0,0,10,7,2,2.070,295
3,3,0,0,0,2,4,1,0.505,328
4,3,0,0,0,4,5,1,0.858,327
3,3,0,0,0,4,5,2,0.832,296
4,4,0,0,0,3,4,2,0.718,296
5,4,0,0,0,6,4,2,1.228,295
9,0,0,0,0,8,5,2,1.554,295
11,5,0,0,0,6,7,2,1.391,295
3,2,0,0,0,3,4,1,0.645,327
7,4,0,0,0,3,5,1,0.787,327
5,4,0,0,0,5,5,2,1.067,296
2,2,0,0,0,2,3,1,0.457,328
7,0,0,0,0,8,4,2,1.505,295
4,0,0,0,0,4,4,3,0.782,264
26,13,0,0,0,18,7,2,3.871,295
3,4,0,0,0,3,5,2,0.693,296
5,5,0,0,0,5,4,2,1.091,296
27,15,0,0,0,14,9,2,3.303,295
2,2,0,0,0,4,4,2,0.783,296
8,6,0,0,0,7,5,2,1.515,296
22,11,0,0,0,12,7,2,2.753,295
4,3,0,0,0,4,6,2,0.858,295
4,0,0,0,0,3,4,2,0.621,296
9,0,0,0,0,6,4,2,1.232,295
26,12,0,0,0,7,8,2,2.065,295
10,5,0,0,0,4,5,1,1.049,327
3,2,0,0,0,2,3,1,0.480,328
17,7,0,0,0,7,8,2,1.754,295
4,0,0,0,0,4,4,2,0.783,296
4,2,0,0,0,3,4,2,0.668,296
15,6,0,0,0,4,5,1,1.194,327
3,4,0,0,0,4,4,1,0.859,327
10,5,0,0,0,4,6,1,1.049,327
6,0,0,0,0,9,4,3,1.649,263
9,6,0,0,0,5,6,2,1.206,296
6,4,0,0,0,5,4,2,1.090,295
18,7,0,0,0,4,8,1,1.271,327
5,4,0,0,0,6,4,2,1.230,295
10,3,0,0,0,6,5,1,1.328,327
11,7,0,0,0,6,7,2,1.433,295
6,3,0,0,0,4,5,1,0.902,328
8,0,0,0,0,6,4,2,1.205,295
2,1,0,0,0,3,3,1,0.595,328
9,3,0,0,0,4,5,1,0.977,327
23,10,0,0,0,8,7,1,2.107,327
3,1,0,0,0,2,4,1,0.457,328
3,1,0,0,0,3,3,1,0.621,328
1,2,0,0,0,2,3,2,0.433,296
3,2,0,0,0,2,4,1,0.482,328
3,3,0,0,0,3,5,2,0.668,296
20,10,0,0,0,9,7,2,2.219,295
4,2,0,0,0,3,4,2,0.669,296
6,4,0,0,0,5,4,2,1.089,296
2,0,0,0,0,3,4,2,0.548,296
10,11,0,0,0,10,5,2,2.151,295
6,5,0,0,0,4,4,1,0.952,327
10,4,0,0,0,6,6,2,1.348,296
2,3,0,0,0,2,4,2,0.481,296
19,6,0,0,0,6,7,1,1.614,327
9,4,0,0,0,7,5,2,1.490,295
1,1,0,0,0,2,3,1,0.384,328
5,0,0,0,0,4,4,2,0.808,296
10,0,0,0,0,9,5,3,1.743,263
2,3,0,0,0,2,3,1,0.481,328
5,2,0,0,0,4,5,2,0.858,296
17,11,0,0,0,11,6,2,2.497,295
5,3,0,0,0,3,4,2,0.719,296
31,14,0,0,0,22,12,3,4.670,263
3,3,0,0,0,3,4,1,0.669,327
8,5,0,0,0,6,5,2,1.324,295
6,0,0,0,0,5,4,2,0.997,295
2,3,0,0,0,2,3,2,0.482,296
8,0,0,0,0,7,4,3,1.370,264
2,3,0,0,0,3,4,1,0.645,327
15,4,0,0,0,4,7,1,1.131,327
1,1,0,0,0,1,2,1,0.245,328
3,2,0,0,0,2,4,1,0.482,328
6,0,0,0,0,1,3,1,0.342,327
5,5,0,0,0,5,11,3,1.092,263
19,8,0,0,0,5,8,1,1.477,327
5,4,0,0,0,2,4,1,0.577,328
21,7,0,0,0,7,8,1,1.851,327
2,2,0,0,0,2,3,1,0.409,327
6,4,0,0,0,5,4,2,1.091,295
21,8,0,0,0,8,7,2,2.021,296
4,0,0,0,0,5,4,2,0.947,295
2,2,0,0,0,2,4,2,0.457,296
3,2,0,0,0,2,3,1,0.482,327
2,1,0,0,0,4,3,1,0.759,328
2,2,0,0,0,1,4,1,0.293,328
2,3,0,0,0,3,4,1,0.644,327
9,4,0,0,0,6,6,2,1.327,296
18,8,0,0,0,5,8,1,1.474,327
3,1,0,0,0,1,3,1,0.293,328
2,1,0,0,0,3,4,2,0.596,296
14,0,0,0,0,11,5,3,2.171,262
26,8,0,0,0,6,7,2,1.815,296
3,3,0,0,0,3,4,1,0.670,327
25,11,0,0,0,9,8,2,2.342,296
2,2,0,0,0,2,3,1,0.458,328
4,2,0,0,0,3,4,1,0.670,327
5,3,0,0,0,3,6,2,0.717,296
11,0,0,0,0,9,6,2,1.766,295
13,10,0,0,0,10,8,2,2.212,295
10,9,0,0,0,12,6,3,2.427,263
6,3,0,0,0,5,4,2,1.068,296
13,0,0,0,0,9,7,2,1.804,295
4,2,0,0,0,2,4,1,0.506,328
3,0,0,0,0,2,3,1,0.432,328
3,4,0,0,0,4,7,3,0.858,264
4,0,0,0,0,2,4,1,0.457,328
2,1,0,0,0,1,3,1,0.268,328
19,6,0,0,0,5,8,1,1.432,327
1,0,0,0,0,2,2,1,0.336,327
13,7,0,0,0,7,6,2,1.654,296
6,4,0,0,0,4,6,2,0.927,296
11,0,0,0,0,6,5,2,1.275,295
3,2,0,0,0,2,3,1,0.481,328
2,2,0,0,0,3,3,2,0.621,296
7,0,0,0,0,4,4,2,0.858,296
11,0,0,0,0,5,6,2,1.115,296
11,7,0,0,0,10,7,2,2.094,296
9,7,0,0,0,4,6,1,1.068,327
8,0,0,0,0,7,4,2,1.368,295
2,1,0,0,0,2,3,1,0.432,328
2,2,0,0,0,5,5,1,0.829,327
7,4,0,0,0,6,6,2,1.277,296
7,3,0,0,0,3,6,2,0.766,296
37,13,0,0,0,15,7,2,3.640,295
6,5,0,0,0,4,5,2,0.951,296
8,0,0,0,0,3,4,2,0.718,296
4,0,0,0,0,4,4,2,0.784,296
9,0,0,0,0,4,4,2,0.904,296
14,0,0,0,0,17,5,3,3.123,262
2,2,0,0,0,2,4,1,0.457,328
6,3,0,0,0,4,6,2,0.905,296
1,1,0,0,0,1,3,1,0.245,328
1,0,0,0,0,2,2,2,0.385,296
2,2,0,0,0,4,4,2,0.783,296
11,5,0,0,0,7,6,2,1.554,296
27,13,0,0,0,16,10,3,3.577,263
5,5,0,0,0,5,4,2,1.091,296
11,5,0,0,0,3,5,1,0.909,327
4,2,0,0,0,1,3,1,0.342,327
5,0,0,0,0,6,4,2,1.136,296
22,12,0,0,0,9,6,1,2.301,326
8,4,0,0,0,3,4,1,0.814,327
3,2,0,0,0,2,3,1,0.482,328
5,4,0,0,0,4,7,2,0.903,295
5,4,0,0,0,2,4,1,0.579,328
7,4,0,0,0,6,5,2,1.279,296
3,2,0,0,0,2,4,1,0.482,328
20,8,0,0,0,10,7,2,2.330,295
11,8,0,0,0,8,5,2,1.783,296
8,4,0,0,0,5,7,2,1.139,296
10,4,0,0,0,5,5,1,1.189,327
18,0,0,0,0,8,7,2,1.771,295
12,5,0,0,0,4,7,2,1.094,295
2,3,0,0,0,2,3,1,0.482,328
19,8,0,0,0,9,8,2,2.132,295
5,0,0,0,0,4,4,2,0.808,296
11,0,0,0,0,10,5,3,1.928,263
8,5,0,0,0,8,6,2,1.654,296
8,3,0,0,0,4,5,1,0.953,327
5,0,0,0,0,10,4,2,1.782,295
11,5,0,0,0,6,6,1,1.389,327
2,1,0,0,0,1,3,1,0.268,328
3,4,0,0,0,4,4,2,0.859,295
4,3,0,0,0,4,4,1,0.858,327
4,3,0,0,0,3,4,1,0.693,328
3,1,0,0,0,1,3,1,0.293,328
4,5,0,0,0,4,9,3,0.903,263
10,4,0,0,0,5,5,1,1.187,327
21,5,0,0,0,5,6,1,1.471,327
5,3,0,0,0,7,4,2,1.368,295
12,7,0,0,0,14,8,3,2.753,263
8,0,0,0,0,5,5,2,1.041,296
24,8,0,0,0,9,7,2,2.247,296
17,6,0,0,0,6,8,2,1.550,296
1,2,0,0,0,1,3,1,0.268,328
5,4,0,0,0,4,4,1,0.904,327
4,3,0,0,0,4,6,2,0.859,295
19,7,0,0,0,9,7,2,2.124,295
5,3,0,0,0,7,11,5,1.368,198
3,1,0,0,0,3,3,1,0.621,327
2,1,0,0,0,2,3,1,0.433,328
10,5,0,0,0,5,5,1,1.210,327
16,6,0,0,0,6,7,2,1.541,296
18,9,0,0,0,8,7,2,1.990,296
10,0,0,0,0,13,5,4,2.394,231
10,4,0,0,0,4,5,2,1.025,296
11,0,0,0,0,20,5,3,3.546,262
9,2,0,0,0,6,5,3,1.277,264
9,6,0,0,0,8,5,2,1.698,295
12,7,0,0,0,6,6,1,1.472,327
9,4,0,0,0,4,5,1,0.998,327
1,1,0,0,0,2,3,1,0.408,328
6,5,0,0,0,7,10,4,1.443,231
5,4,0,0,0,2,4,1,0.578,327
31,10,0,0,0,7,9,2,2.146,296
5,4,0,0,0,6,6,2,1.231,296
5,3,0,0,0,3,5,2,0.718,295
19,5,0,0,0,6,7,1,1.576,327
5,3,0,0,0,2,4,1,0.555,327
3,3,0,0,0,2,4,1,0.504,328
2,2,0,0,0,2,4,2,0.457,296
19,12,0,0,0,11,7,2,2.548,296
6,6,0,0,0,6,11,4,1.302,231
7,4,0,0,0,2,4,1,0.625,327
3,1,0,0,0,2,4,2,0.457,296
3,4,0,0,0,3,4,1,0.695,328
27,12,0,0,0,6,7,2,1.923,296
18,9,0,0,0,9,7,2,2.138,296
4,2,0,0,0,3,4,1,0.669,327
13,0,0,0,0,18,5,5,3.262,198
4,4,0,0,0,3,5,1,0.718,327
13,6,0,0,0,12,5,3,2.428,263
24,8,0,0,0,8,7,2,2.094,296
3,3,0,0,0,4,5,2,0.834,296
2,2,0,0,0,3,5,2,0.621,296
5,5,0,0,0,5,4,2,1.091,296
2,2,0,0,0,4,5,2,0.783,296
10,5,0,0,0,5,5,2,1.208,296
2,2,0,0,0,2,3,1,0.456,328
1,2,0,0,0,2,3,1,0.433,328
6,0,0,0,0,9,4,2,1.644,295
3,2,0,0,0,4,4,1,0.808,327
1,2,0,0,0,1,3,1,0.268,328
5,5,0,0,0,4,6,2,0.929,296
1,2,0,0,0,3,3,1,0.598,328
3,2,0,0,0,2,4,2,0.481,296
4,3,0,0,0,6,4,1,1.182,327
6,0,0,0,0,9,4,2,1.646,295
15,5,0,0,0,5,6,1,1.336,327
4,3,0,0,0,4,6,2,0.859,295
3,2,0,0,0,2,3,2,0.481,296
14,8,0,0,0,9,5,2,2.010,296
11,8,0,0,0,12,7,2,2.430,295
4,1,0,0,0,3,4,2,0.641,295
3,0,0,0,0,4,3,2,0.759,296
2,1,0,0,0,2,3,1,0.433,328
3,2,0,0,0,3,4,2,0.644,296
2,3,0,0,0,2,4,1,0.482,328
10,6,0,0,0,6,7,2,1.391,296
4,0,0,0,0,3,4,2,0.621,296
3,0,0,0,0,4,4,2,0.759,295
5,5,0,0,0,5,4,2,1.089,295
9,4,0,0,0,4,6,1,0.998,327
26,6,0,0,0,6,7,1,1.764,327
14,0,0,0,0,17,5,4,3.119,231
4,3,0,0,0,4,4,1,0.858,327
6,4,0,0,0,5,4,2,1.092,295
3,1,0,0,0,2,3,1,0.457,328
3,3,0,0,0,3,4,1,0.669,327
2,2,0,0,0,3,4,1,0.621,327
3,3,0,0,0,3,4,1,0.669,327
26,13,0,0,0,13,7,2,3.083,295
4,3,0,0,0,2,4,1,0.531,328
8,0,0,0,0,7,4,2,1.368,295
9,8,0,0,0,6,5,1,1.422,327
1,2,0,0,0,2,3,1,0.432,328
5,3,0,0,0,4,5,2,0.881,296
6,0,0,0,0,9,4,3,1.646,264
8,5,0,0,0,4,5,1,1.000,327
2,3,0,0,0,2,3,2,0.481,296
5,2,0,0,0,2,5,1,0.530,328
30,14,0,0,0,11,8,2,2.865,296
4,3,0,0,0,4,10,4,0.858,232
5,4,0,0,0,6,4,3,1.229,264
16,6,0,0,0,6,6,2,1.530,296
18,7,0,0,0,11,7,2,2.414,295
17,7,0,0,0,6,7,1,1.572,327
3,2,0,0,0,3,5,2,0.643,296
3,2,0,0,0,2,3,1,0.481,328
10,4,0,0,0,6,5,2,1.348,296
13,5,0,0,0,4,6,2,1.108,296
8,0,0,0,0,7,4,3,1.369,263
9,5,0,0,0,5,6,2,1.187,296
32,22,0,0,0,24,13,4,5.201,231
4,4,0,0,0,6,9,4,1.205,231
20,8,0,0,0,8,7,1,1.994,326
3,3,0,0,0,3,5,1,0.669,327
10,5,0,0,0,8,5,1,1.692,327
16,7,0,0,0,6,7,2,1.548,296
9,4,0,0,0,4,6,1,1.000,327
2,1,0,0,0,2,3,1,0.432,328
5,4,0,0,0,3,4,1,0.743,327
5,2,0,0,0,3,5,1,0.694,327
1,2,0,0,0,2,3,2,0.432,296
20,0,0,0,0,11,5,3,2.287,262
11,5,0,0,0,9,6,2,1.889,295
16,8,0,0,0,10,7,2,2.230,295
8,0,0,0,0,7,4,3,1.367,264
16,10,0,0,0,8,7,2,1.944,296
11,0,0,0,0,8,5,3,1.604,263
9,4,0,0,0,4,6,1,1.005,327
24,6,0,0,0,8,7,2,2.046,296
9,6,0,0,0,6,6,1,1.370,327
12,6,0,0,0,6,7,2,1.439,295
7,4,0,0,0,3,5,1,0.789,327
12,8,0,0,0,7,6,1,1.653,326
14,4,0,0,0,5,7,1,1.272,327
10,5,0,0,0,5,6,2,1.210,295
18,9,0,0,0,5,8,1,1.479,327
5,5,0,0,0,5,5,2,1.092,296
10,4,0,0,0,7,6,3,1.510,264
10,5,0,0,0,6,5,1,1.372,327
4,3,0,0,0,4,4,1,0.860,327
3,2,0,0,0,2,3,1,0.481,328
9,7,0,0,0,8,7,2,1.720,295
23,9,0,0,0,11,9,2,2.582,295
6,5,0,0,0,6,14,5,1.277,198
9,6,0,0,0,7,7,2,1.528,295
2,0,0,0,0,3,3,2,0.572,296
10,0,0,0,0,5,5,1,1.093,327
5,4,0,0,0,5,8,3,1.066,263
2,2,0,0,0,2,4,2,0.457,296
5,6,0,0,0,5,14,5,1.114,198
5,6,0,0,0,6,13,5,1.279,199
10,4,0,0,0,5,5,1,1.187,327
24,10,0,0,0,9,7,2,2.307,296
4,1,0,0,0,2,3,2,0.481,296
16,6,0,0,0,10,8,2,2.175,295
15,9,0,0,0,7,5,1,1.735,327
15,0,0,0,0,16,5,4,2.982,230
17,8,0,0,0,13,11,4,2.737,230
13,5,0,0,0,6,8,2,1.437,296
3,2,0,0,0,2,3,1,0.481,328
3,2,0,0,0,2,4,1,0.481,327
12,6,0,0,0,8,7,2,1.766,295
16,0,0,0,0,15,5,3,2.841,263
3,4,0,0,0,4,4,2,0.859,296
2,2,0,0,0,2,4,1,0.457,328
3,1,0,0,0,2,3,1,0.457,328
7,0,0,0,0,4,4,2,0.858,296
3,2,0,0,0,2,4,1,0.481,328
2,3,0,0,0,2,4,1,0.485,328
3,2,0,0,0,4,7,3,0.807,264
7,3,0,0,0,3,5,1,0.765,327
5,3,0,0,0,3,4,1,0.717,327
5,4,0,0,0,6,4,2,1.230,295
6,5,0,0,0,4,5,1,0.951,327
5,4,0,0,0,2,4,1,0.579,328
16,5,0,0,0,6,6,1,1.505,327
6,0,0,0,0,3,4,2,0.668,296
2,2,0,0,0,3,3,2,0.622,295
4,0,0,0,0,5,4,3,0.946,263
43,32,0,0,0,52,7,5,10.207,197
7,4,0,0,0,4,6,1,0.952,327
2,2,0,0,0,3,4,2,0.622,296
2,2,0,0,0,2,3,1,0.457,328
2,1,0,0,0,2,3,1,0.433,328
2,2,0,0,0,3,3,2,0.621,296
4,3,0,0,0,4,7,3,0.859,264
2,2,0,0,0,2,3,1,0.457,328
3,1,0,0,0,3,3,1,0.621,327
4,5,0,0,0,4,6,2,0.903,296
6,3,0,0,0,8,6,3,1.557,263
9,6,0,0,0,4,5,1,1.049,327
30,18,0,0,0,14,8,2,3.428,295
8,5,0,0,0,5,5,1,1.162,327
11,10,0,0,0,10,5,2,2.148,294
1,0,0,0,0,2,2,1,0.385,328
5,0,0,0,0,4,4,2,0.807,295
5,2,0,0,0,6,5,2,1.183,296
11,5,0,0,0,6,6,2,1.389,296
9,5,0,0,0,4,5,2,1.017,296
8,0,0,0,0,7,5,3,1.368,263
5,0,0,0,0,10,4,3,1.785,262
9,5,0,0,0,13,5,1,2.487,327
9,0,0,0,0,14,5,3,2.531,263
3,2,0,0,0,3,5,2,0.643,296
5,4,0,0,0,3,4,1,0.743,327
4,3,0,0,0,4,5,2,0.859,296
4,1,0,0,0,2,3,1,0.482,328
7,0,0,0,0,5,5,2,1.022,295
1,2,0,0,0,2,4,1,0.432,328
23,0,0,0,0,40,6,5,7.055,198
15,8,0,0,0,6,7,1,1.551,327
18,5,0,0,0,6,7,1,1.551,327
17,0,0,0,0,10,6,3,2.061,264
3,2,0,0,0,2,3,1,0.481,328
4,3,0,0,0,2,4,1,0.530,328
2,2,0,0,0,3,3,1,0.597,327
3,2,0,0,0,3,4,2,0.643,296
3,2,0,0,0,3,4,2,0.643,295
18,6,0,0,0,6,8,2,1.573,296
1,1,0,0,0,1,2,1,0.245,328
16,6,0,0,0,9,7,2,2.031,295
17,6,0,0,0,9,8,2,2.053,296
1,2,0,0,0,2,3,1,0.433,328
5,0,0,0,0,3,4,2,0.644,296
19,6,0,0,0,7,7,1,1.755,327
7,2,0,0,0,6,4,2,1.230,295
11,6,0,0,0,6,6,2,1.411,296
8,5,0,0,0,4,6,1,1.001,327
12,0,0,0,0,19,5,4,3.404,230
3,2,0,0,0,2,3,1,0.482,327
11,3,0,0,0,11,6,2,2.166,296
3,2,0,0,0,2,3,1,0.481,327
4,1,0,0,0,3,4,2,0.644,295
4,4,0,0,0,3,4,1,0.716,327
6,5,0,0,0,4,4,2,0.952,296
3,0,0,0,0,3,4,2,0.597,296
10,5,0,0,0,8,7,2,1.694,295
19,9,0,0,0,4,8,1,1.341,327
