add,sub,multiply_plain,rotate_rows,negate,multiply,Depth,Multiplicative Depth,execution_time (s),Remaining_noise_budget
6,0,0,0,0,5,4,3,0.999,263
4,2,0,0,0,3,4,2,0.669,296
8,7,0,0,0,8,5,2,1.694,295
7,5,0,0,0,3,5,1,0.815,327
20,6,0,0,0,4,7,1,1.296,327
4,2,0,0,0,5,4,2,0.996,295
6,2,0,0,0,3,4,1,0.717,328
7,6,0,0,0,10,7,2,1.979,295
6,2,0,0,0,3,4,1,0.717,327
6,5,0,0,0,4,4,1,0.952,327
21,9,0,0,0,8,8,2,2.044,296
8,4,0,0,0,6,6,1,1.297,327
4,3,0,0,0,3,4,2,0.693,296
4,0,0,0,0,3,3,2,0.621,296
15,8,0,0,0,8,10,3,1.888,264
4,1,0,0,0,2,3,1,0.482,327
14,9,0,0,0,8,5,1,1.896,327
4,5,0,0,0,4,5,2,0.903,296
14,12,0,0,0,7,7,2,1.781,295
8,5,0,0,0,6,7,1,1.328,327
4,0,0,0,0,3,4,2,0.621,295
2,0,0,0,0,2,3,1,0.408,328
1,2,0,0,0,2,3,1,0.432,328
8,0,0,0,0,5,4,2,1.043,296
8,4,0,0,0,8,6,2,1.623,295
5,3,0,0,0,3,6,2,0.718,296
9,0,0,0,0,6,4,2,1.231,295
2,2,0,0,0,1,3,1,0.293,328
3,0,0,0,0,2,3,2,0.432,296
9,6,0,0,0,6,7,2,1.372,296
5,3,0,0,0,4,7,2,0.881,296
19,6,0,0,0,6,9,2,1.609,295
7,5,0,0,0,5,5,2,1.139,296
1,2,0,0,0,1,3,1,0.268,328
5,6,0,0,0,6,13,5,1.279,198
4,5,0,0,0,4,4,1,0.904,327
13,8,0,0,0,7,6,1,1.672,327
11,0,0,0,0,20,5,3,3.542,262
3,3,0,0,0,3,4,2,0.668,295
23,8,0,0,0,6,7,1,1.737,326
7,6,0,0,0,6,5,2,1.320,295
16,9,0,0,0,9,7,2,2.090,296
13,5,0,0,0,5,5,1,1.269,327
17,7,0,0,0,6,7,1,1.572,327
5,3,0,0,0,5,4,2,1.043,295
3,2,0,0,0,4,5,2,0.806,296
4,3,0,0,0,4,4,2,0.859,296
3,2,0,0,0,3,4,1,0.599,328
8,6,0,0,0,5,5,2,1.187,296
18,4,0,0,0,6,7,1,1.529,327
11,7,0,0,0,9,5,2,1.931,296
4,6,0,0,0,4,5,2,0.926,296
10,7,0,0,0,6,5,1,1.416,327
17,6,0,0,0,5,7,1,1.387,327
5,3,0,0,0,6,12,5,1.205,198
5,0,0,0,0,5,4,2,0.972,295
7,0,0,0,0,4,4,2,0.857,296
4,0,0,0,0,3,3,2,0.620,295
20,8,0,0,0,7,7,1,1.848,327
2,2,0,0,0,3,4,2,0.621,296
10,5,0,0,0,4,5,1,1.047,327
4,1,0,0,0,4,6,3,0.809,263
1,2,0,0,0,2,3,2,0.407,296
2,2,0,0,0,2,3,1,0.457,328
3,1,0,0,0,3,3,2,0.620,296
3,4,0,0,0,4,6,2,0.858,296
20,11,0,0,0,8,7,1,2.078,326
19,10,0,0,0,5,7,1,1.528,327
3,4,0,0,0,4,5,2,0.858,296
16,5,0,0,0,6,7,2,1.504,296
6,5,0,0,0,4,7,2,0.951,295
4,1,0,0,0,2,3,1,0.434,328
9,3,0,0,0,3,5,1,0.813,327
11,6,0,0,0,5,6,2,1.247,296
13,5,0,0,0,5,5,2,1.282,296
4,4,0,0,0,2,4,1,0.554,328
7,6,0,0,0,7,7,2,1.488,296
9,8,0,0,0,10,5,2,2.059,295
3,4,0,0,0,2,4,1,0.528,327
2,2,0,0,0,2,4,2,0.457,296
7,4,0,0,0,4,5,2,0.952,296
11,6,0,0,0,8,6,2,1.750,296
9,2,0,0,0,2,5,1,0.626,327
5,2,0,0,0,4,4,2,0.859,296
6,6,0,0,0,6,5,2,1.303,295
10,4,0,0,0,7,6,2,1.438,296
3,2,0,0,0,2,5,2,0.481,296
4,4,0,0,0,4,8,3,0.881,263
3,3,0,0,0,3,4,1,0.669,327
10,0,0,0,0,8,5,3,1.582,263
1,0,0,0,0,0,1,0,0.050,360
23,8,0,0,0,6,7,2,1.759,296
8,5,0,0,0,4,5,1,1.000,327
2,0,0,0,0,3,3,2,0.572,296
4,3,0,0,0,3,4,2,0.694,296
8,5,0,0,0,6,5,2,1.322,296
10,6,0,0,0,7,7,2,1.555,296
4,3,0,0,0,4,4,2,0.859,296
33,0,0,0,0,14,7,2,3.109,295
6,4,0,0,0,4,6,2,0.927,296
2,2,0,0,0,5,5,1,0.922,327
9,4,0,0,0,7,6,2,1.486,296
22,12,0,0,0,13,6,2,2.955,295
2,2,0,0,0,1,4,1,0.293,328
2,1,0,0,0,2,3,1,0.408,328
17,6,0,0,0,6,7,1,1.547,327
8,0,0,0,0,5,6,2,1.043,296
6,0,0,0,0,10,5,2,1.809,295
3,0,0,0,0,4,4,2,0.759,296
7,1,0,0,0,3,4,2,0.717,296
8,5,0,0,0,5,7,2,1.157,296
10,8,0,0,0,10,7,2,2.089,295
7,4,0,0,0,5,5,1,1.115,327
4,3,0,0,0,4,5,1,0.861,327
27,9,0,0,0,7,8,1,2.039,326
4,5,0,0,0,7,8,4,1.392,231
16,10,0,0,0,9,6,2,2.104,296
21,7,0,0,0,8,8,1,1.996,327
6,4,0,0,0,3,4,2,0.762,296
40,10,0,0,0,9,10,1,2.700,326
16,10,0,0,0,3,6,1,1.148,327
16,6,0,0,0,5,7,1,1.367,327
7,2,0,0,0,6,5,2,1.230,296
10,0,0,0,0,7,5,2,1.417,295
55,24,0,0,0,26,10,3,6.132,263
5,2,0,0,0,2,4,1,0.529,327
4,1,0,0,0,2,3,1,0.482,328
6,4,0,0,0,2,4,1,0.602,328
8,5,0,0,0,5,5,1,1.161,327
7,4,0,0,0,6,5,2,1.277,295
5,2,0,0,0,3,4,1,0.694,327
17,0,0,0,0,3,6,1,0.933,327
6,4,0,0,0,5,4,2,1.091,296
6,3,0,0,0,5,5,1,1.066,327
4,2,0,0,0,1,3,1,0.341,327
2,1,0,0,0,3,3,1,0.477,327
3,2,0,0,0,3,4,2,0.643,296
13,5,0,0,0,5,6,1,1.270,327
3,0,0,0,0,4,3,3,0.759,264
33,0,0,0,0,16,7,3,3.402,262
7,0,0,0,0,6,5,3,1.180,264
9,5,0,0,0,5,7,2,1.187,296
10,6,0,0,0,6,5,1,1.390,327
7,2,0,0,0,6,4,2,1.230,295
5,5,0,0,0,5,7,2,1.090,295
5,4,0,0,0,6,4,1,1.231,327
12,6,0,0,0,6,5,1,1.442,327
8,4,0,0,0,4,5,1,0.978,327
3,0,0,0,0,2,3,2,0.433,296
17,6,0,0,0,6,6,2,1.569,296
13,9,0,0,0,7,6,2,1.689,296
12,5,0,0,0,4,5,1,1.094,327
3,2,0,0,0,2,3,2,0.481,296
4,4,0,0,0,6,6,2,1.206,295
6,5,0,0,0,4,4,1,0.952,327
2,2,0,0,0,3,3,2,0.621,296
9,0,0,0,0,5,6,2,1.068,295
5,0,0,0,0,4,4,2,0.809,296
16,0,0,0,0,6,7,2,1.387,295
11,4,0,0,0,6,6,2,1.373,296
4,2,0,0,0,4,7,3,0.832,264
14,5,0,0,0,7,8,2,1.620,296
10,5,0,0,0,5,6,1,1.209,327
14,5,0,0,0,7,7,1,1.631,327
24,7,0,0,0,9,7,2,2.229,296
26,0,0,0,0,37,6,4,6.636,229
7,0,0,0,0,9,5,3,1.671,263
10,4,0,0,0,6,5,1,1.347,327
3,2,0,0,0,3,4,2,0.644,296
6,0,0,0,0,11,5,3,1.971,262
5,2,0,0,0,1,4,1,0.364,328
5,5,0,0,0,5,4,2,1.089,296
3,2,0,0,0,3,4,1,0.645,327
8,0,0,0,0,8,5,2,1.531,295
20,7,0,0,0,7,7,2,1.808,296
11,9,0,0,0,9,7,2,1.962,295
9,0,0,0,0,6,4,2,1.228,295
7,0,0,0,0,4,4,2,0.859,295
13,9,0,0,0,9,6,2,2.014,295
4,0,0,0,0,4,4,2,0.784,296
17,11,0,0,0,11,6,2,2.495,296
13,5,0,0,0,5,5,1,1.286,327
8,3,0,0,0,5,5,2,1.114,296
9,2,0,0,0,10,9,4,1.929,231
4,3,0,0,0,4,4,1,0.858,327
15,0,0,0,0,8,6,2,1.697,295
3,0,0,0,0,3,3,2,0.597,296
5,5,0,0,0,7,14,5,1.416,199
17,5,0,0,0,7,7,1,1.688,327
6,0,0,0,0,9,4,3,1.646,263
3,2,0,0,0,2,3,1,0.387,328
6,6,0,0,0,7,7,3,1.463,263
4,2,0,0,0,3,4,2,0.668,296
2,2,0,0,0,2,4,2,0.457,296
16,6,0,0,0,4,6,1,1.205,327
22,7,0,0,0,8,7,1,2.017,326
6,5,0,0,0,4,4,1,0.953,327
6,5,0,0,0,6,8,3,1.276,263
7,8,0,0,0,9,7,3,1.858,263
2,2,0,0,0,3,3,1,0.621,327
3,2,0,0,0,4,5,2,0.808,296
12,8,0,0,0,7,6,2,1.653,296
4,3,0,0,0,2,4,1,0.530,327
1,1,0,0,0,1,2,1,0.197,328
27,12,0,0,0,18,11,3,3.869,263
12,7,0,0,0,7,5,1,1.630,327
7,0,0,0,0,8,4,3,1.507,264
5,4,0,0,0,4,4,1,0.906,327
9,6,0,0,0,7,5,2,1.535,296
6,6,0,0,0,7,11,4,1.464,231
5,4,0,0,0,4,4,1,0.903,327
2,1,0,0,0,2,3,2,0.432,296
2,1,0,0,0,3,3,1,0.549,327
5,0,0,0,0,6,4,2,1.137,295
1,2,0,0,0,2,3,2,0.433,296
5,4,0,0,0,4,4,1,0.904,327
3,2,0,0,0,3,5,2,0.643,296
19,6,0,0,0,6,7,1,1.611,327
2,1,0,0,0,3,4,2,0.597,296
4,0,0,0,0,3,3,2,0.621,296
9,9,0,0,0,5,5,1,1.276,327
22,13,0,0,0,11,8,2,2.643,295
12,9,0,0,0,11,10,3,2.316,263
3,2,0,0,0,3,4,2,0.643,296
25,10,0,0,0,8,8,2,2.166,296
12,7,0,0,0,7,5,1,1.629,327
3,4,0,0,0,3,4,2,0.694,296
13,5,0,0,0,5,5,1,1.276,327
18,6,0,0,0,10,7,2,2.228,295
2,3,0,0,0,3,5,1,0.478,327
20,6,0,0,0,5,7,1,1.475,327
18,8,0,0,0,8,7,2,1.948,296
31,10,0,0,0,10,7,2,2.645,296
10,4,0,0,0,5,6,2,1.187,296
13,9,0,0,0,9,5,2,2.015,296
1,1,0,0,0,2,3,1,0.385,328
5,4,0,0,0,6,6,2,1.231,296
3,1,0,0,0,3,4,2,0.621,296
9,8,0,0,0,10,5,2,2.066,295
2,2,0,0,0,2,4,2,0.457,296
2,1,0,0,0,2,3,2,0.432,296
3,2,0,0,0,2,3,1,0.481,327
21,0,0,0,0,42,6,4,7.334,229
14,9,0,0,0,8,5,1,1.874,327
11,4,0,0,0,12,5,3,2.347,263
16,6,0,0,0,5,6,1,1.379,327
9,7,0,0,0,7,5,2,1.553,296
15,6,0,0,0,6,6,1,1.501,327
5,4,0,0,0,3,4,2,0.743,296
10,3,0,0,3,7,6,1,1.490,327
7,3,0,0,0,4,6,2,0.928,296
10,5,0,0,0,7,6,2,1.526,296
8,7,0,0,0,5,6,2,1.208,296
18,8,0,0,0,4,8,2,1.294,296
2,0,0,0,0,2,4,2,0.407,296
6,4,0,0,0,5,4,2,1.092,295
4,3,0,0,0,2,4,1,0.528,327
4,1,0,0,0,3,4,2,0.644,295
20,6,0,0,0,9,7,2,2.123,295
10,0,0,0,0,5,4,2,1.090,295
4,0,0,0,0,3,3,2,0.620,296
22,7,0,0,0,6,8,1,1.709,327
5,5,0,0,0,6,7,2,1.254,295
8,6,0,0,0,6,5,2,1.351,296
10,8,0,0,0,8,7,2,1.769,296
8,5,0,0,0,8,5,2,1.647,295
5,1,0,0,0,6,5,3,1.160,264
5,0,0,0,0,2,4,2,0.482,296
7,4,0,0,0,8,5,3,1.603,263
11,6,0,0,0,5,7,2,1.247,296
18,10,0,0,0,8,7,2,1.993,296
4,0,0,0,0,3,4,2,0.620,296
4,3,0,0,0,5,7,3,1.020,263
3,4,0,0,0,3,5,1,0.694,327
34,0,0,0,0,29,6,5,5.525,198
2,2,0,0,0,2,5,2,0.457,296
31,10,0,0,0,7,8,2,2.141,296
15,7,0,0,0,6,7,1,1.528,327
4,0,0,0,0,3,4,2,0.621,295
3,2,0,0,0,2,5,2,0.481,296
4,4,0,0,0,4,6,2,0.881,296
6,4,0,0,0,5,4,2,1.090,296
1,0,0,0,0,2,2,1,0.384,328
3,2,0,0,0,2,4,1,0.481,328
10,5,0,0,0,4,6,1,1.049,327
16,7,0,0,0,6,6,2,1.550,296
27,12,0,0,0,17,12,3,3.726,262
2,2,0,0,0,3,4,1,0.620,327
4,2,0,0,0,3,4,2,0.669,296
9,5,0,0,0,3,6,1,0.861,327
3,4,0,0,0,3,5,2,0.694,296
9,6,0,0,0,7,7,1,1.527,327
12,0,0,0,0,5,7,2,1.138,295
16,5,0,0,0,6,8,2,1.503,296
6,4,0,0,0,5,4,2,1.091,295
4,3,0,0,0,3,4,2,0.694,296
4,3,0,0,0,6,5,2,1.181,296
4,3,0,0,0,3,6,2,0.694,296
24,12,0,0,0,8,8,2,2.196,295
2,2,0,0,0,3,5,2,0.621,296
8,4,0,0,0,3,5,1,0.814,327
3,2,0,0,0,4,4,1,0.809,327
11,10,0,0,0,10,5,2,2.151,294
13,9,0,0,0,9,5,2,2.012,296
21,11,0,0,0,11,7,2,2.581,295
10,5,0,0,0,6,6,1,1.372,327
8,0,0,0,0,7,4,2,1.369,295
11,0,0,0,0,4,4,2,0.951,296
6,5,0,0,0,4,4,1,0.952,327
6,5,0,0,0,4,5,1,0.953,327
12,7,0,0,0,8,6,1,1.790,327
6,5,0,0,0,7,11,4,1.442,231
12,0,0,0,0,7,5,2,1.464,295
8,4,0,0,0,3,5,1,0.814,327
6,5,0,0,0,6,5,2,1.277,296
17,7,0,0,0,6,7,1,1.573,327
6,5,0,0,0,4,4,1,0.953,327
19,7,0,0,0,4,7,2,1.294,296
3,0,0,0,0,4,3,3,0.759,264
4,3,0,0,0,3,4,1,0.695,327
3,2,0,0,0,2,3,1,0.386,327
8,7,0,0,0,6,5,2,1.375,296
4,0,0,0,0,4,4,2,0.783,296
4,3,0,0,0,2,5,1,0.529,327
19,10,0,0,0,3,6,1,1.203,327
26,12,0,0,0,9,7,2,2.410,296
5,3,0,0,0,2,5,1,0.530,327
9,7,0,0,0,7,5,2,1.557,296
10,5,0,0,0,4,6,1,1.049,327
12,5,0,0,0,6,6,2,1.411,296
9,6,0,0,0,6,5,2,1.373,296
3,3,0,0,0,4,4,2,0.831,295
4,3,0,0,0,4,4,1,0.859,328
13,9,0,0,0,9,5,2,2.034,296
3,3,0,0,0,2,4,1,0.504,328
2,2,0,0,0,2,3,1,0.458,328
20,10,0,0,0,8,8,2,2.042,296
19,7,0,0,0,7,7,1,1.782,327
1,3,0,0,0,1,3,1,0.293,328
3,3,0,0,0,2,6,2,0.505,296
3,0,0,0,0,2,3,2,0.433,296
5,4,0,0,0,4,4,1,0.904,327
10,5,0,0,0,5,5,2,1.207,296
5,0,0,0,0,2,4,1,0.482,328
6,2,0,0,0,2,4,1,0.554,327
8,0,0,0,0,7,5,2,1.369,295
18,0,0,0,0,19,6,4,3.547,231
14,5,0,0,0,4,6,1,1.130,327
10,5,0,0,0,4,6,2,1.049,296
3,2,0,0,0,3,4,2,0.643,296
9,6,0,0,0,4,6,2,1.044,296
21,8,0,0,0,6,8,2,1.712,295
3,2,0,0,0,3,4,2,0.644,296
6,0,0,0,0,7,4,3,1.320,263
29,9,0,0,0,7,9,2,2.084,296
5,0,0,0,0,4,4,2,0.808,295
26,14,0,0,0,15,6,2,3.425,295
6,5,0,0,0,4,4,1,0.953,327
4,4,0,0,0,5,7,2,1.043,295
4,4,0,0,0,3,4,1,0.718,327
10,5,0,0,0,7,7,2,1.526,296
11,4,0,0,0,4,5,1,1.048,327
5,2,0,0,0,3,5,2,0.693,296
11,4,0,0,0,5,5,1,1.209,327
3,3,0,0,0,4,6,3,0.833,264
24,9,0,0,0,8,7,2,2.109,296
19,6,0,0,0,5,8,1,1.445,327
10,6,0,0,0,5,6,1,1.234,327
9,5,0,0,0,5,7,2,1.187,296
2,2,0,0,0,1,3,1,0.293,328
5,4,0,0,0,4,4,2,0.905,296
7,4,0,0,0,3,5,2,0.788,296
5,3,0,0,0,5,6,2,1.042,295
3,0,0,0,0,2,3,1,0.433,328
15,11,0,0,0,10,8,2,2.273,295
10,5,0,0,0,4,6,1,1.049,327
6,4,0,0,0,3,4,2,0.763,296
9,4,0,0,0,7,6,2,1.488,296
9,4,0,0,0,4,5,1,0.998,327
3,2,0,0,0,2,3,1,0.481,328
1,1,0,0,0,2,3,2,0.408,296
3,3,0,0,0,2,5,2,0.504,296
24,9,0,0,0,9,8,2,2.270,296
10,5,0,0,0,5,5,2,1.207,296
20,7,0,0,0,9,7,2,2.135,296
4,5,0,0,0,5,11,4,1.066,231
5,2,0,0,0,3,4,1,0.693,327
9,0,0,0,0,6,5,2,1.232,295
25,13,0,0,0,17,7,2,3.690,295
4,3,0,0,0,4,4,1,0.857,327
2,2,0,0,0,2,3,1,0.433,328
12,3,0,0,0,4,5,1,1.049,327
2,2,0,0,0,2,4,2,0.457,296
9,4,0,0,0,5,5,1,1.157,327
6,4,0,0,0,6,5,2,1.253,296
4,0,0,0,0,4,4,2,0.782,295
20,10,0,0,0,8,8,1,2.046,326
1,2,0,0,0,2,3,1,0.433,328
14,6,0,0,0,5,6,1,1.333,327
2,1,0,0,0,2,4,2,0.432,296
16,7,0,0,0,9,6,2,2.037,296
4,3,0,0,0,4,5,2,0.858,296
2,3,0,0,0,3,4,2,0.644,296
18,8,0,0,0,7,6,2,1.781,296
15,6,0,0,0,5,6,1,1.345,327
22,10,0,0,0,9,7,2,2.242,296
7,8,0,0,0,9,15,5,1.861,199
2,2,0,0,0,1,3,1,0.293,328
7,4,0,0,0,6,5,1,1.278,327
10,5,0,0,0,8,6,2,1.696,296
7,9,0,0,0,7,13,4,1.557,231
9,0,0,0,0,6,4,2,1.233,295
6,5,0,0,0,4,5,1,0.953,327
4,2,0,0,0,2,4,1,0.504,327
5,4,0,0,0,6,4,2,1.230,295
1,2,0,0,0,3,3,1,0.597,328
2,1,0,0,0,2,3,2,0.432,296
23,8,0,0,0,9,7,1,2.230,327
3,3,0,0,0,3,4,1,0.668,327
19,6,0,0,0,4,6,1,1.270,327
3,2,0,0,0,2,4,1,0.482,328
12,4,0,0,0,5,6,2,1.235,296
2,2,0,0,0,2,3,1,0.458,328
5,2,0,0,0,2,4,1,0.529,327
4,3,0,0,0,2,4,1,0.528,328
4,0,0,0,0,7,4,2,1.274,295
8,4,0,0,0,3,5,2,0.812,295
11,6,0,0,0,10,5,1,2.072,327
17,0,0,0,0,8,5,3,1.751,263
3,1,0,0,0,3,4,1,0.622,328
7,4,0,0,0,4,5,1,0.952,327
5,0,0,0,0,4,4,2,0.808,295
8,4,0,0,0,5,5,1,1.139,327
7,0,0,0,0,4,4,2,0.857,296
9,4,0,0,0,5,6,2,1.157,296
5,3,0,0,0,3,4,1,0.717,328
25,0,0,0,0,38,6,3,6.788,261
4,1,0,0,0,3,4,1,0.644,328
7,0,0,0,0,8,4,3,1.508,263
5,2,0,0,0,4,4,2,0.857,296
8,2,0,0,0,2,5,1,0.603,328
17,7,0,0,0,4,6,1,1.251,327
24,8,0,0,0,8,7,2,2.092,296
4,3,0,0,0,4,4,2,0.857,296
15,7,0,0,0,11,7,2,2.338,295
5,4,0,0,0,4,4,2,0.904,296
14,6,0,0,0,9,6,2,1.982,295
4,4,0,0,0,4,5,2,0.881,295
3,4,0,0,0,4,6,2,0.858,295
1,1,0,0,0,2,3,2,0.408,296
2,2,0,0,0,2,4,1,0.457,328
2,4,0,0,0,2,4,1,0.504,328
24,17,0,0,0,12,7,2,2.948,296
3,3,0,0,0,4,4,2,0.833,296
10,0,0,0,0,13,5,3,2.390,263
6,0,0,0,0,9,5,2,1.649,295
2,1,0,0,0,2,4,1,0.433,328
5,2,0,0,0,3,4,1,0.693,327
22,10,0,0,0,9,7,2,2.250,296
6,3,0,0,0,3,4,1,0.743,327
6,0,0,0,0,9,4,2,1.648,295
1,1,0,0,0,1,2,1,0.245,328
9,6,0,0,0,5,6,2,1.201,296
3,2,0,0,0,4,4,1,0.808,328
19,9,0,0,0,5,7,1,1.506,327
6,4,0,0,0,5,6,2,1.090,295
7,4,0,0,0,4,5,1,0.952,327
5,5,0,0,0,6,9,3,1.253,263
8,6,0,0,0,8,6,2,1.667,296
11,10,0,0,0,10,5,2,2.154,295
6,4,0,0,0,6,5,2,1.255,295
1,2,0,0,0,2,3,2,0.433,296
16,6,0,0,0,5,6,1,1.381,327
3,1,0,0,0,3,3,2,0.621,296
16,6,0,0,0,5,7,1,1.363,327
3,1,0,0,0,3,3,2,0.621,296
3,1,0,0,0,2,4,2,0.457,296
7,4,0,0,0,4,4,1,0.954,327
10,4,0,0,0,3,7,1,0.861,327
6,3,0,0,0,2,5,1,0.530,328
8,4,0,0,0,6,5,1,1.298,327
13,8,0,0,0,10,8,2,2.150,295
8,5,0,0,0,5,5,1,1.163,327
6,0,0,0,0,9,4,4,1.645,231
13,6,0,0,0,5,6,1,1.306,327
6,5,0,0,0,4,4,1,0.952,327
4,4,0,0,0,4,6,2,0.881,296
4,4,0,0,0,4,6,2,0.882,296
13,9,0,0,0,9,6,2,2.029,296
15,6,0,0,0,7,7,1,1.666,327
1,2,0,0,0,2,3,1,0.433,328
22,0,0,0,0,41,6,5,7.210,198
2,2,0,0,0,2,3,1,0.457,328
3,2,0,0,0,3,4,2,0.644,296
4,4,0,0,0,4,6,2,0.882,296
2,2,0,0,0,3,4,2,0.621,295
6,0,0,0,0,4,5,2,0.833,295
8,4,0,0,0,3,6,1,0.814,327
15,3,0,0,0,4,6,1,1.110,327
16,3,0,0,0,8,7,1,1.782,327
6,0,0,0,0,5,4,2,0.997,295
3,2,0,0,0,4,4,3,0.807,263
3,2,0,0,0,2,4,2,0.481,296
17,7,0,0,0,6,6,1,1.573,327
21,16,0,0,0,26,6,4,5.118,230
4,3,0,0,0,8,4,1,1.509,327
19,7,0,0,0,4,7,1,1.295,327
20,10,0,0,0,9,7,2,2.217,296
5,3,0,0,0,3,4,2,0.717,296
13,5,0,0,0,4,6,1,1.107,327
5,0,0,0,0,3,4,2,0.644,296
2,3,0,0,0,3,5,2,0.644,296
10,5,0,0,0,4,5,1,1.045,327
14,6,0,0,0,6,7,2,1.486,296
8,0,0,0,0,5,5,2,1.044,295
1,1,0,0,0,2,3,1,0.408,328
27,8,0,0,0,8,8,2,2.177,296
16,5,0,0,0,4,6,1,1.193,327
5,3,0,0,0,4,6,2,0.880,296
18,6,0,0,0,5,6,1,1.410,327
17,9,0,0,0,8,9,2,1.950,295
24,10,0,0,0,6,8,2,1.813,296
21,20,0,0,0,22,6,3,4.551,262
6,5,0,0,0,4,4,1,0.952,327
5,3,0,0,0,3,4,1,0.719,327
8,3,0,0,0,6,6,2,1.279,296
4,4,0,0,0,3,4,2,0.716,296
8,6,0,0,0,5,5,1,1.187,327
7,3,0,0,0,4,5,1,0.927,327
5,0,0,0,0,5,5,2,0.973,295
3,2,0,0,0,2,4,1,0.482,328
3,0,0,0,0,5,4,3,0.921,263
4,3,0,0,0,4,5,2,0.859,296
6,7,0,0,0,4,5,1,1.001,327
14,6,0,0,0,7,6,2,1.657,296
6,5,0,0,0,4,4,1,0.953,327
6,4,0,0,0,5,4,2,1.087,296
3,1,0,0,0,4,4,2,0.783,296
11,5,0,0,0,5,6,1,1.232,327
1,2,0,0,0,1,3,1,0.268,328
10,0,0,0,0,7,6,3,1.415,263
9,7,0,0,0,7,7,2,1.556,296
2,3,0,0,0,2,4,2,0.458,296
8,3,0,0,0,8,6,3,1.604,264
10,5,0,0,0,6,7,2,1.375,296
12,6,0,0,0,5,5,1,1.276,327
33,17,0,0,0,13,8,2,3.316,295
4,0,0,0,0,5,4,3,0.947,264
6,0,0,0,0,3,4,2,0.669,296
9,0,0,0,0,11,6,3,2.037,264
2,2,0,0,0,3,4,2,0.622,296
4,3,0,0,0,4,4,1,0.858,327
3,2,0,0,0,4,4,3,0.807,264
16,6,0,0,0,4,7,1,1.199,327
3,0,0,0,0,4,3,2,0.760,296
6,5,0,0,0,4,5,1,0.952,327
4,4,0,0,0,5,8,3,1.041,263
5,4,0,0,0,2,4,1,0.577,328
4,0,0,0,0,3,4,2,0.621,296
8,4,0,0,0,5,5,2,1.139,296
1,2,0,0,0,2,3,1,0.433,328
20,9,0,0,0,10,7,2,2.359,296
4,0,0,0,0,4,5,2,0.783,296
28,14,0,0,0,13,7,2,3.147,295
15,6,0,0,0,6,6,1,1.505,327
8,7,0,0,0,7,7,2,1.526,295
5,0,0,0,0,4,4,2,0.806,296
6,5,0,0,0,2,4,1,0.626,327
5,3,0,0,0,3,4,1,0.718,327
3,3,0,0,0,4,5,2,0.832,296
7,4,0,0,0,4,5,1,0.951,327
3,2,0,0,0,2,4,1,0.481,328
7,4,0,0,0,6,6,2,1.278,296
16,6,0,0,0,5,7,1,1.380,327
11,0,0,0,0,9,5,2,1.765,295
6,5,0,0,0,4,5,1,0.952,327
6,4,0,0,0,3,4,2,0.765,296
19,7,0,0,0,7,8,1,1.780,327
3,2,0,0,0,4,4,3,0.807,264
12,11,0,0,0,12,7,2,2.521,295
15,6,0,0,0,6,6,2,1.514,296
3,1,0,0,0,3,4,2,0.620,296
3,2,0,0,0,2,3,1,0.481,327
14,8,0,0,0,5,6,2,1.377,296
5,4,0,0,0,3,4,1,0.742,327
16,7,0,0,0,6,7,2,1.549,296
4,3,0,0,0,4,4,2,0.860,296
6,5,0,0,0,6,11,4,1.279,231
36,26,0,0,0,27,10,3,5.878,263
8,4,0,0,0,3,5,1,0.814,327
5,4,0,0,0,6,4,3,1.232,264
6,0,0,0,0,9,4,3,1.647,263
4,3,0,0,0,5,8,3,1.021,263
2,2,0,0,0,2,3,2,0.457,296
15,6,0,0,0,6,7,1,1.504,327
11,6,0,0,0,4,5,1,1.092,327
11,0,0,0,0,9,5,2,1.763,295
14,6,0,0,0,5,6,1,1.329,327
3,0,0,0,0,3,4,2,0.596,296
6,7,0,0,0,6,5,2,1.328,295
3,2,0,0,0,4,5,2,0.807,296
5,2,0,0,0,2,4,1,0.529,327
3,3,0,0,0,2,4,1,0.504,328
4,3,0,0,0,2,4,1,0.529,328
1,1,0,0,0,2,3,2,0.408,296
12,8,0,0,0,7,6,2,1.656,295
7,4,0,0,0,4,4,1,0.951,327
2,2,0,0,0,3,4,2,0.621,296
13,9,0,0,0,9,5,2,2.026,296
2,1,0,0,0,2,3,1,0.432,328
5,4,0,0,0,4,5,2,0.904,296
18,5,0,0,0,4,9,1,1.229,327
11,0,0,0,0,4,5,2,0.952,296
4,4,0,0,0,3,4,1,0.718,327
16,7,0,0,0,7,6,2,1.714,296
3,3,0,0,0,3,4,1,0.669,327
8,0,0,0,0,15,5,2,2.659,294
6,0,0,0,0,9,4,3,1.647,263
6,3,0,0,0,4,6,2,0.902,295
8,0,0,0,0,7,4,2,1.370,295
2,2,0,0,0,3,4,2,0.622,295
8,0,0,0,0,7,4,3,1.369,263
10,0,0,0,0,9,5,3,1.744,264
5,4,0,0,0,4,4,2,0.902,296
8,6,0,0,0,5,5,1,1.187,327
16,6,0,0,0,6,6,1,1.528,327
16,5,0,0,0,6,7,1,1.504,327
28,12,0,0,0,9,7,2,2.432,296
4,3,0,0,0,2,4,1,0.529,327
2,1,0,0,0,4,3,1,0.760,327
4,3,0,0,0,4,4,1,0.762,327
4,1,0,0,0,4,6,3,0.810,264
23,8,0,0,0,9,8,2,2.231,296
